Account_No,Withdrawal_amount,Deposit_amount,Balance_amount,Value_date,Data,transaction_details
40906174,0,644817,-37520307,2020-11-18,2020-11-18,
40906174,0,862034,-36658273,2020-11-18,2020-11-18,
40906174,478096,0,-37136369,2020-11-19,2020-11-19,Rent
40906174,0,945482,-36190887,2020-11-19,2020-11-19,
40906174,10236,0,-36201123,2020-11-20,2020-11-20,Transportation
40906174,11595,0,-36212718,2020-11-21,2020-11-21,Entertainment
40906174,0,665537,-35547181,2020-11-22,2020-11-22,
40906174,11399,0,-35558580,2020-11-22,2020-11-22,Utilities
40906174,0,686707,-34871873,2020-11-22,2020-11-22,
40906174,0,15131,-34856742,2020-11-23,2020-11-23,
40906174,787896,0,-35644638,2020-11-24,2020-11-24,Entertainment
40906174,0,874681,-34769957,2020-11-24,2020-11-24,
40906174,0,19946,-34750011,2020-11-25,2020-11-25,
40906174,721631,0,-35471642,2020-11-26,2020-11-26,Education
40906174,0,17755,-35453887,2020-11-26,2020-11-26,
40906174,819876,0,-36273763,2020-11-26,2020-11-26,Rent
40906174,0,512009,-35761754,2020-11-27,2020-11-27,
40906174,0,13995,-35747759,2020-11-27,2020-11-27,
40906174,739474,0,-36487233,2020-11-27,2020-11-27,Transportation
40906174,0,17566,-36469667,2020-11-28,2020-11-28,
40906174,0,11723,-36457944,2020-11-28,2020-11-28,
40906174,0,12515,-36445429,2020-11-28,2020-11-28,
40906174,412605,0,-36858034,2020-11-29,2020-11-29,Clothes
40906174,0,926037,-36877125,2020-11-30,2020-11-30,
40906174,0,10156,-36866969,2020-11-30,2020-11-30,
40906174,0,10541,-36856428,2020-12-01,2020-12-01,
40906174,14698,0,-36871126,2020-12-02,2020-12-02,Healthcare
40906174,0,17891,-36853235,2020-12-02,2020-12-02,
40906174,891527,0,-37744762,2020-12-03,2020-12-03,Healthcare
40906174,18711,0,-37763473,2020-12-04,2020-12-04,Entertainment
40906174,0,570037,-37193436,2020-12-04,2020-12-04,
40906174,0,531785,-36661651,2020-12-04,2020-12-04,
40906174,0,602349,-36059302,2020-12-05,2020-12-05,
40906174,973379,0,-37032681,2020-12-06,2020-12-06,Groceries
40906174,623426,0,-37656107,2020-12-07,2020-12-07,Utilities
40906174,0,822578,-36833529,2020-12-08,2020-12-08,
40906174,644198,0,-36257281,2020-12-08,2020-12-08,Healthcare
40906174,721272,0,-36978553,2020-12-08,2020-12-08,Entertainment
40906174,0,535945,-36442608,2020-12-09,2020-12-09,
40906174,19373,0,-36461981,2020-12-10,2020-12-10,Utilities
40906174,0,520837,-35941144,2020-12-10,2020-12-10,
40906174,10965,0,-35952109,2020-12-11,2020-12-11,Clothes
40906174,17031,0,-35969140,2020-12-11,2020-12-11,Rent
40906174,0,16967,-35952173,2020-12-11,2020-12-11,
40906174,0,447979,-35504194,2020-12-12,2020-12-12,
40906174,0,805949,-34698245,2020-12-12,2020-12-12,
40906174,13507,0,-34711752,2020-12-12,2020-12-12,Bill Sharing
40906174,0,18371,-34693381,2020-12-13,2020-12-13,
40906174,16794,0,-34710175,2020-12-14,2020-12-14,Utilities
40906174,938117,0,-35648292,2020-12-14,2020-12-14,Groceries
40906174,970203,0,-36618495,2020-12-15,2020-12-15,Healthcare
40906174,508611,0,-37127106,2020-12-16,2020-12-16,Education
40906174,681800,0,-37808906,2020-12-17,2020-12-17,Bill Sharing
40906174,435783,0,-38244689,2020-12-17,2020-12-17,Clothes
40906174,18490,0,-38263179,2020-12-18,2020-12-18,Utilities
40906174,0,10109,-38253070,2020-12-19,2020-12-19,
40906174,0,10244,-38242826,2020-12-20,2020-12-20,
40906174,852299,0,-39095125,2020-12-21,2020-12-21,Education
40906174,0,419232,-38675893,2020-12-21,2020-12-21,
40906174,532299,0,-39208192,2020-12-22,2020-12-22,Groceries
40906174,14345,0,-39222537,2020-12-22,2020-12-22,Groceries
40906174,0,625088,-38597449,2020-12-23,2020-12-23,
40906174,943245,0,-39540694,2020-12-23,2020-12-23,Education
40906174,0,965976,-38819783,2020-12-24,2020-12-24,
40906174,11975,0,-38831758,2020-12-24,2020-12-24,Bill Sharing
40906174,11670,0,-38843428,2020-12-25,2020-12-25,Groceries
40906174,887965,0,-39731393,2020-12-26,2020-12-26,Utilities
40906174,0,656258,-39075135,2020-12-26,2020-12-26,
40906174,941183,0,-40016318,2020-12-27,2020-12-27,Utilities
40906174,596117,0,-40612435,2020-12-27,2020-12-27,Education
40906174,568187,0,-41180622,2020-12-28,2020-12-28,Healthcare
40906174,458279,0,-41638901,2020-12-29,2020-12-29,Utilities
40906174,0,906586,-40732315,2020-12-30,2020-12-30,
40906174,0,463491,-40268824,2020-12-31,2020-12-31,
40906174,0,416340,-39852484,2021-01-01,2021-01-01,
40906174,885106,0,-39867194,2021-01-01,2021-01-01,Education
40906174,851462,0,-40718656,2021-01-02,2021-01-02,Groceries
40906174,0,10285,-40708371,2021-01-03,2021-01-03,
40906174,0,954236,-39754135,2021-01-04,2021-01-04,
40906174,14308,0,-39768443,2021-01-05,2021-01-05,Bill Sharing
40906174,16763,0,-39785206,2021-01-05,2021-01-05,Groceries
40906174,11916,0,-39797122,2021-01-06,2021-01-06,Bill Sharing
40906174,0,601028,-39196094,2021-01-06,2021-01-06,
40906174,995709,0,-40191803,2021-01-07,2021-01-07,Utilities
40906174,0,719995,-39471808,2021-01-07,2021-01-07,
40906174,13727,0,-39485535,2021-01-07,2021-01-07,Transportation
40906174,16553,0,-39502088,2021-01-08,2021-01-08,Healthcare
40906174,0,864000,-38638088,2021-01-09,2021-01-09,
40906174,588347,0,-39226435,2021-01-09,2021-01-09,Rent
40906174,827796,0,-39214338,2021-01-10,2021-01-10,Education
40906174,951350,0,-40165688,2021-01-10,2021-01-10,Clothes
40906174,12230,0,-40177918,2021-01-11,2021-01-11,Transportation
40906174,0,663584,-39514334,2021-01-12,2021-01-12,
40906174,0,793690,-38720644,2021-01-12,2021-01-12,
40906174,860300,0,-39580944,2021-01-12,2021-01-12,Rent
40906174,0,933739,-38647205,2021-01-13,2021-01-13,
40906174,0,794699,-37852506,2021-01-13,2021-01-13,
40906174,0,958876,-36893630,2021-01-14,2021-01-14,
40906174,10305,0,-36903935,2021-01-14,2021-01-14,Education
40906174,524628,0,-37428563,2021-01-15,2021-01-15,Healthcare
40906174,720125,0,-38148688,2021-01-15,2021-01-15,Transportation
40906174,797187,0,-38945875,2021-01-16,2021-01-16,Education
40906174,0,738398,-38207477,2021-01-16,2021-01-16,
40906174,0,967857,-37239620,2021-01-17,2021-01-17,
40906174,632262,0,-37871882,2021-01-17,2021-01-17,Groceries
40906174,0,13998,-37857884,2021-01-18,2021-01-18,
40906174,986133,0,-38844017,2021-01-18,2021-01-18,Transportation
40906174,17670,0,-38861687,2021-01-18,2021-01-18,Entertainment
40906174,0,711711,-38149976,2021-01-19,2021-01-19,
40906174,705568,0,-38631262,2021-01-19,2021-01-19,Education
40906174,0,939567,-37691695,2021-01-20,2021-01-20,
40906174,0,811796,-36879899,2021-01-20,2021-01-20,
40906174,0,10614,-36869285,2021-01-20,2021-01-20,
40906174,14084,0,-36883369,2021-01-21,2021-01-21,Transportation
40906174,0,613918,-36269451,2021-01-21,2021-01-21,
40906174,15456,0,-36284907,2021-01-21,2021-01-21,Transportation
40906174,0,589995,-35694912,2021-01-22,2021-01-22,
40906174,0,12832,-35682080,2021-01-22,2021-01-22,
40906174,827634,0,-36509714,2021-01-23,2021-01-23,Entertainment
40906174,0,468049,-36041665,2021-01-23,2021-01-23,
40906174,881403,0,-36923068,2021-01-24,2021-01-24,Clothes
40906174,650430,0,-37573498,2021-01-25,2021-01-25,Groceries
40906174,629524,0,-38203022,2021-01-26,2021-01-26,Clothes
40906174,0,16876,-38186146,2021-01-26,2021-01-26,
40906174,484745,0,-38670891,2021-01-26,2021-01-26,Groceries
40906174,15455,0,-38686346,2021-01-27,2021-01-27,Utilities
40906174,13242,0,-38699588,2021-01-27,2021-01-27,Bill Sharing
40906174,0,19719,-38679869,2021-01-27,2021-01-27,
40906174,0,14101,-38665768,2021-01-28,2021-01-28,
40906174,0,783765,-37882003,2021-01-29,2021-01-29,
40906174,0,911437,-36970566,2021-01-29,2021-01-29,
40906174,15628,0,-36986194,2021-01-29,2021-01-29,Rent
40906174,0,506856,-36479338,2021-01-30,2021-01-30,
40906174,11404,0,-36490742,2021-01-31,2021-01-31,Transportation
40906174,0,14148,-36476594,2021-01-31,2021-01-31,
40906174,571524,0,-37048118,2021-01-31,2021-01-31,Clothes
40906174,0,748397,-36299721,2021-02-01,2021-02-01,
40906174,0,766374,-35533347,2021-02-01,2021-02-01,
40906174,0,10191,-35523156,2021-02-01,2021-02-01,
40906174,0,992133,-34531023,2021-02-02,2021-02-02,
40906174,18960,0,-34549983,2021-02-02,2021-02-02,Clothes
40906174,0,841523,-33708460,2021-02-02,2021-02-02,
40906174,946412,0,-34654872,2021-02-03,2021-02-03,Rent
40906174,18027,0,-34672899,2021-02-03,2021-02-03,Rent
40906174,871795,0,-35544694,2021-02-04,2021-02-04,Groceries
40906174,458325,0,-36003019,2021-02-04,2021-02-04,Groceries
40906174,16761,0,-36019780,2021-02-05,2021-02-05,Groceries
40906174,12104,0,-36031884,2021-02-06,2021-02-06,Entertainment
40906174,0,568413,-35463471,2021-02-07,2021-02-07,
40906174,452703,0,-35916174,2021-02-08,2021-02-08,Entertainment
40906174,475076,0,-36391250,2021-02-09,2021-02-09,Education
40906174,738929,0,-37130179,2021-02-09,2021-02-09,Entertainment
40906174,0,436932,-36693247,2021-02-10,2021-02-10,
40906174,16660,0,-36709907,2021-02-10,2021-02-10,Groceries
40906174,562919,0,-37272826,2021-02-10,2021-02-10,Clothes
40906174,0,935583,-36723444,2021-02-11,2021-02-11,
40906174,976609,0,-37700053,2021-02-11,2021-02-11,Education
40906174,0,816579,-36883474,2021-02-11,2021-02-11,
40906174,577412,0,-37460886,2021-02-12,2021-02-12,Bill Sharing
40906174,963916,0,-38424802,2021-02-13,2021-02-13,Groceries
40906174,464964,0,-38889766,2021-02-13,2021-02-13,Rent
40906174,0,17585,-38872181,2021-02-13,2021-02-13,
40906174,0,16768,-38855413,2021-02-14,2021-02-14,
40906174,0,479674,-38375739,2021-02-15,2021-02-15,
40906174,676496,0,-39052235,2021-02-15,2021-02-15,Entertainment
40906174,0,562248,-38489987,2021-02-16,2021-02-16,
40906174,960483,0,-39450470,2021-02-17,2021-02-17,Clothes
40906174,11508,0,-39461978,2021-02-17,2021-02-17,Education
40906174,15330,0,-39477308,2021-02-17,2021-02-17,Healthcare
40906174,0,16065,-39461243,2021-02-18,2021-02-18,
40906174,12193,0,-39473436,2021-02-18,2021-02-18,Groceries
40906174,0,843174,-38630262,2021-02-18,2021-02-18,
40906174,0,889594,-37740668,2021-02-19,2021-02-19,
40906174,12608,0,-37753276,2021-02-19,2021-02-19,Education
40906174,12461,0,-37765737,2021-02-20,2021-02-20,Healthcare
40906174,0,511536,-37254201,2021-02-21,2021-02-21,
40906174,831093,0,-38085294,2021-02-22,2021-02-22,Utilities
40906174,858892,0,-38944186,2021-02-22,2021-02-22,Transportation
40906174,753946,0,-39698132,2021-02-23,2021-02-23,Bill Sharing
40906174,0,832173,-38865959,2021-02-23,2021-02-23,
40906174,0,835733,-38030226,2021-02-24,2021-02-24,
40906174,888337,0,-38918563,2021-02-24,2021-02-24,Transportation
40906174,0,18595,-38899968,2021-02-24,2021-02-24,
40906174,604540,0,-39504508,2021-02-25,2021-02-25,Education
40906174,0,517221,-38987287,2021-02-26,2021-02-26,
40906174,0,420363,-38566924,2021-02-27,2021-02-27,
40906174,12436,0,-38579360,2021-02-27,2021-02-27,Bill Sharing
40906174,0,11517,-38567843,2021-02-27,2021-02-27,
40906174,873234,0,-39441077,2021-02-28,2021-02-28,Utilities
40906174,0,449941,-38991136,2021-02-28,2021-02-28,
40906174,917817,0,-39908953,2021-03-01,2021-03-01,Transportation
40906174,0,412614,-39496339,2021-03-02,2021-03-02,
40906174,19237,0,-39515576,2021-03-03,2021-03-03,Entertainment
40906174,16781,0,-39532357,2021-03-04,2021-03-04,Utilities
40906174,17289,0,-39549646,2021-03-04,2021-03-04,Entertainment
40906174,0,832512,-38717134,2021-03-05,2021-03-05,
40906174,0,449375,-38267759,2021-03-05,2021-03-05,
40906174,545982,0,-38813741,2021-03-06,2021-03-06,Groceries
40906174,19507,0,-38833248,2021-03-07,2021-03-07,Transportation
40906174,463738,0,-39296986,2021-03-07,2021-03-07,Rent
40906174,0,15745,-39281241,2021-03-08,2021-03-08,
40906174,0,493184,-38788057,2021-03-09,2021-03-09,
40906174,0,18460,-38769597,2021-03-09,2021-03-09,
40906174,11243,0,-38780840,2021-03-10,2021-03-10,Utilities
40906174,0,881626,-37899214,2021-03-10,2021-03-10,
40906174,19502,0,-37918716,2021-03-10,2021-03-10,Rent
40906174,0,503299,-37415417,2021-03-11,2021-03-11,
40906174,0,913454,-36501963,2021-03-12,2021-03-12,
40906174,0,15675,-36486288,2021-03-12,2021-03-12,
40906174,0,944467,-35541821,2021-03-12,2021-03-12,
40906174,0,704318,-34568860,2021-03-13,2021-03-13,
40906174,804009,0,-35372869,2021-03-13,2021-03-13,Transportation
40906174,0,19151,-35353718,2021-03-14,2021-03-14,
40906174,0,17703,-35336015,2021-03-14,2021-03-14,
40906174,0,13492,-35322523,2021-03-15,2021-03-15,
40906174,11015,0,-35333538,2021-03-16,2021-03-16,Education
40906174,16810,0,-35350348,2021-03-16,2021-03-16,Education
40906174,0,17215,-35333133,2021-03-17,2021-03-17,
40906174,12664,0,-35345797,2021-03-17,2021-03-17,Healthcare
40906174,18672,0,-35364469,2021-03-18,2021-03-18,Utilities
40906174,12637,0,-35377106,2021-03-18,2021-03-18,Healthcare
40906174,0,553657,-34823449,2021-03-19,2021-03-19,
40906174,0,830217,-33993232,2021-03-20,2021-03-20,
40906174,401263,0,-34545278,2021-03-21,2021-03-21,Healthcare
40906174,646128,0,-35191406,2021-03-21,2021-03-21,Clothes
40906174,930038,0,-36121444,2021-03-22,2021-03-22,Rent
40906174,669539,0,-36790983,2021-03-23,2021-03-23,Rent
40906174,0,485981,-36305002,2021-03-23,2021-03-23,
40906174,0,844750,-35460252,2021-03-24,2021-03-24,
40906174,0,990600,-34469652,2021-03-24,2021-03-24,
40906174,635313,0,-35104965,2021-03-24,2021-03-24,Groceries
40906174,0,17000,-35087965,2021-03-25,2021-03-25,
40906174,0,11221,-35076744,2021-03-25,2021-03-25,
40906174,0,18039,-35058705,2021-03-26,2021-03-26,
40906174,0,13826,-35044879,2021-03-27,2021-03-27,
40906174,14531,0,-35059410,2021-03-27,2021-03-27,Groceries
40906174,0,403810,-34655600,2021-03-27,2021-03-27,
40906174,15853,0,-34671453,2021-03-28,2021-03-28,Education
40906174,0,541304,-34130149,2021-03-29,2021-03-29,
40906174,17407,0,-34147556,2021-03-29,2021-03-29,Clothes
40906174,0,483534,-33664022,2021-03-30,2021-03-30,
40906174,558466,0,-34222488,2021-03-30,2021-03-30,Bill Sharing
40906174,14181,0,-34236669,2021-03-30,2021-03-30,Rent
40906174,0,514705,-33721964,2021-03-31,2021-03-31,
40906174,906509,0,-34628473,2021-03-31,2021-03-31,Transportation
40906174,0,777788,-33850685,2021-03-31,2021-03-31,
40906174,0,617946,-34832093,2021-04-01,2021-04-01,
40906174,0,11491,-34820602,2021-04-02,2021-04-02,
40906174,858848,0,-35679450,2021-04-02,2021-04-02,Healthcare
40906174,0,16016,-35663434,2021-04-02,2021-04-02,
40906174,18200,0,-35681634,2021-04-03,2021-04-03,Transportation
40906174,14152,0,-35695786,2021-04-04,2021-04-04,Healthcare
40906174,0,852330,-34843456,2021-04-04,2021-04-04,
40906174,0,18822,-34824634,2021-04-05,2021-04-05,
40906174,0,18532,-34806102,2021-04-05,2021-04-05,
40906174,0,12164,-34793938,2021-04-06,2021-04-06,
40906174,611519,0,-35405457,2021-04-07,2021-04-07,Entertainment
40906174,0,432829,-34972628,2021-04-07,2021-04-07,
40906174,579572,0,-35552200,2021-04-07,2021-04-07,Entertainment
40906174,0,542386,-35009814,2021-04-08,2021-04-08,
40906174,911867,0,-35921681,2021-04-09,2021-04-09,Utilities
40906174,0,840619,-35081062,2021-04-10,2021-04-10,
40906174,0,15327,-35065735,2021-04-11,2021-04-11,
40906174,11907,0,-35077642,2021-04-12,2021-04-12,Utilities
40906174,742782,0,-35820424,2021-04-13,2021-04-13,Utilities
40906174,937968,0,-36758392,2021-04-14,2021-04-14,Education
40906174,19421,0,-36777813,2021-04-15,2021-04-15,Transportation
40906174,18822,0,-36796635,2021-04-15,2021-04-15,Education
40906174,16170,0,-36812805,2021-04-15,2021-04-15,Groceries
40906174,848599,0,-37661404,2021-04-16,2021-04-16,Clothes
40906174,528835,0,-38190239,2021-04-16,2021-04-16,Utilities
40906174,739268,0,-38929507,2021-04-16,2021-04-16,Bill Sharing
40906174,0,571262,-38358245,2021-04-17,2021-04-17,
40906174,749041,0,-39107286,2021-04-17,2021-04-17,Groceries
40906174,0,14796,-39092490,2021-04-17,2021-04-17,
40906174,835108,0,-39927598,2021-04-18,2021-04-18,Groceries
40906174,0,444153,-40646256,2021-04-18,2021-04-18,
40906174,0,10146,-40636110,2021-04-19,2021-04-19,
40906174,522517,0,-41158627,2021-04-20,2021-04-20,Rent
40906174,835863,0,-41994490,2021-04-21,2021-04-21,Entertainment
40906174,14940,0,-42009430,2021-04-21,2021-04-21,Clothes
40906174,430646,0,-42440076,2021-04-21,2021-04-21,Education
40906174,11333,0,-42451409,2021-04-22,2021-04-22,Rent
40906174,844601,0,-43296010,2021-04-22,2021-04-22,Clothes
40906174,977188,0,-44273198,2021-04-22,2021-04-22,Transportation
40906174,0,14065,-44259133,2021-04-23,2021-04-23,
40906174,15421,0,-44274554,2021-04-24,2021-04-24,Entertainment
40906174,530724,0,-44805278,2021-04-24,2021-04-24,Education
40906174,523040,0,-45328318,2021-04-25,2021-04-25,Healthcare
40906174,956236,0,-46284554,2021-04-26,2021-04-26,Groceries
40906174,0,899346,-45385208,2021-04-26,2021-04-26,
40906174,0,19536,-45365672,2021-04-26,2021-04-26,
40906174,0,10606,-45355066,2021-04-27,2021-04-27,
40906174,853716,0,-46208782,2021-04-27,2021-04-27,Utilities
40906174,496988,0,-46705770,2021-04-27,2021-04-27,Clothes
40906174,0,792045,-45913725,2021-04-28,2021-04-28,
40906174,915103,0,-46828828,2021-04-28,2021-04-28,Education
40906174,0,448267,-46380561,2021-04-28,2021-04-28,
40906174,0,910901,-45469660,2021-04-29,2021-04-29,
40906174,444797,0,-45914457,2021-04-29,2021-04-29,Groceries
40906174,716333,0,-46630790,2021-04-29,2021-04-29,Rent
40906174,542066,0,-47172856,2021-04-30,2021-04-30,Bill Sharing
40906174,0,17014,-47155842,2021-05-01,2021-05-01,
40906174,496428,0,-47652270,2021-05-01,2021-05-01,Groceries
40906174,11515,0,-47663785,2021-05-01,2021-05-01,Healthcare
40906174,15714,0,-47679499,2021-05-02,2021-05-02,Utilities
40906174,657455,0,-48336954,2021-05-03,2021-05-03,Healthcare
40906174,692798,0,-49029752,2021-05-03,2021-05-03,Entertainment
40906174,487438,0,-49517190,2021-05-03,2021-05-03,Transportation
40906174,959645,0,-50476835,2021-05-04,2021-05-04,Bill Sharing
40906174,863134,0,-51339969,2021-05-04,2021-05-04,Education
40906174,0,15803,-51324166,2021-05-04,2021-05-04,
40906174,15736,0,-51339902,2021-05-05,2021-05-05,Groceries
40906174,10317,0,-51350219,2021-05-05,2021-05-05,Education
40906174,0,12898,-51337321,2021-05-05,2021-05-05,
40906174,0,18303,-51319018,2021-05-06,2021-05-06,
40906174,12190,0,-51331208,2021-05-07,2021-05-07,Utilities
40906174,660716,0,-51991924,2021-05-08,2021-05-08,Transportation
40906174,936451,0,-52928375,2021-05-08,2021-05-08,Entertainment
40906174,0,11806,-52916569,2021-05-08,2021-05-08,
40906174,0,17390,-52899179,2021-05-09,2021-05-09,
40906174,12364,0,-52911543,2021-05-09,2021-05-09,Rent
40906174,700794,0,-53612337,2021-05-09,2021-05-09,Bill Sharing
40906174,0,19789,-53592548,2021-05-10,2021-05-10,
40906174,0,881768,-52710780,2021-05-11,2021-05-11,
40906174,17439,0,-52728219,2021-05-11,2021-05-11,Clothes
40906174,0,945449,-51782770,2021-05-11,2021-05-11,
40906174,471010,0,-52253780,2021-05-12,2021-05-12,Clothes
40906174,16156,0,-52269936,2021-05-13,2021-05-13,Healthcare
40906174,16381,0,-52286317,2021-05-14,2021-05-14,Utilities
40906174,19094,0,-52305411,2021-05-14,2021-05-14,Bill Sharing
40906174,18218,0,-52323629,2021-05-14,2021-05-14,Entertainment
40906174,0,753005,-51570624,2021-05-15,2021-05-15,
40906174,426595,0,-51997219,2021-05-15,2021-05-15,Transportation
40906174,0,13120,-51984099,2021-05-16,2021-05-16,
40906174,17028,0,-52001127,2021-05-16,2021-05-16,Utilities
40906174,721618,0,-52722745,2021-05-16,2021-05-16,Transportation
40906174,12523,0,-52735268,2021-05-17,2021-05-17,Clothes
40906174,402101,0,-53137369,2021-05-18,2021-05-18,Education
40906174,755683,0,-53893052,2021-05-18,2021-05-18,Rent
40906174,0,486465,-53406587,2021-05-18,2021-05-18,
40906174,455203,0,-53861790,2021-05-19,2021-05-19,Transportation
40906174,582018,0,-54443808,2021-05-19,2021-05-19,Education
40906174,0,11679,-54432129,2021-05-19,2021-05-19,
40906174,0,483308,-53948821,2021-05-20,2021-05-20,
40906174,0,502740,-53156506,2021-05-20,2021-05-20,
40906174,762231,0,-53918737,2021-05-20,2021-05-20,Entertainment
40906174,12062,0,-53930799,2021-05-21,2021-05-21,Entertainment
40906174,18108,0,-53948907,2021-05-22,2021-05-22,Groceries
40906174,510832,0,-54459739,2021-05-22,2021-05-22,Groceries
40906174,0,14692,-54445047,2021-05-23,2021-05-23,
40906174,11459,0,-54456506,2021-05-24,2021-05-24,Entertainment
40906174,17494,0,-54474000,2021-05-24,2021-05-24,Education
40906174,0,999387,-53474613,2021-05-24,2021-05-24,
40906174,0,533314,-52941299,2021-05-25,2021-05-25,
40906174,0,15447,-52925852,2021-05-26,2021-05-26,
40906174,0,808038,-52117814,2021-05-26,2021-05-26,
40906174,504490,0,-52622304,2021-05-26,2021-05-26,Healthcare
40906174,0,557792,-52064512,2021-05-27,2021-05-27,
40906174,17312,0,-52081824,2021-05-27,2021-05-27,Rent
40906174,12834,0,-52094658,2021-05-27,2021-05-27,Healthcare
40906174,0,982428,-51112230,2021-05-28,2021-05-28,
40906174,0,764735,-50347495,2021-05-28,2021-05-28,
40906174,18410,0,-50365905,2021-05-29,2021-05-29,Clothes
40906174,0,12440,-50353465,2021-05-30,2021-05-30,
40906174,0,13823,-50339642,2021-05-30,2021-05-30,
40906174,0,17147,-50322495,2021-05-30,2021-05-30,
40906174,447860,0,-50770355,2021-05-31,2021-05-31,Healthcare
40906174,0,12955,-50757400,2021-05-31,2021-05-31,
40906174,449059,0,-51206459,2021-05-31,2021-05-31,Bill Sharing
40906174,530773,0,-51737232,2021-06-01,2021-06-01,Rent
40906174,999343,0,-51753183,2021-06-02,2021-06-02,Healthcare
40906174,710482,0,-52463665,2021-06-02,2021-06-02,Bill Sharing
40906174,597417,0,-53061082,2021-06-02,2021-06-02,Healthcare
40906174,0,734513,-52326569,2021-06-03,2021-06-03,
40906174,0,413159,-51913410,2021-06-03,2021-06-03,
40906174,0,639959,-51273451,2021-06-04,2021-06-04,
40906174,19872,0,-51293323,2021-06-05,2021-06-05,Utilities
40906174,0,422896,-50870427,2021-06-05,2021-06-05,
40906174,0,976340,-49894087,2021-06-05,2021-06-05,
40906174,12010,0,-49906097,2021-06-06,2021-06-06,Clothes
40906174,0,933128,-48972969,2021-06-06,2021-06-06,
40906174,13918,0,-48986887,2021-06-06,2021-06-06,Education
40906174,549345,0,-49536232,2021-06-07,2021-06-07,Healthcare
40906174,16009,0,-49552241,2021-06-07,2021-06-07,Entertainment
40906174,902013,0,-50454254,2021-06-08,2021-06-08,Transportation
40906174,814855,0,-50914010,2021-06-08,2021-06-08,Healthcare
40906174,578089,0,-51492099,2021-06-09,2021-06-09,Entertainment
40906174,12630,0,-51504729,2021-06-10,2021-06-10,Rent
40906174,0,19089,-51485640,2021-06-11,2021-06-11,
40906174,17423,0,-51503063,2021-06-11,2021-06-11,Rent
40906174,0,10077,-51492986,2021-06-11,2021-06-11,
40906174,0,490304,-51002682,2021-06-12,2021-06-12,
40906174,560781,0,-51563463,2021-06-13,2021-06-13,Education
40906174,0,819318,-50744145,2021-06-13,2021-06-13,
40906174,0,453869,-50290276,2021-06-14,2021-06-14,
40906174,10937,0,-50301213,2021-06-14,2021-06-14,Clothes
40906174,0,628993,-49672220,2021-06-15,2021-06-15,
40906174,594979,0,-48792307,2021-06-15,2021-06-15,Education
40906174,652863,0,-49445170,2021-06-16,2021-06-16,Healthcare
40906174,603155,0,-50048325,2021-06-16,2021-06-16,Groceries
40906174,847511,0,-50895836,2021-06-17,2021-06-17,Clothes
40906174,515013,0,-50908484,2021-06-17,2021-06-17,Healthcare
40906174,0,12222,-50896262,2021-06-18,2021-06-18,
40906174,822749,0,-51719011,2021-06-18,2021-06-18,Utilities
40906174,0,837817,-50881194,2021-06-18,2021-06-18,
40906174,0,720132,-50161062,2021-06-19,2021-06-19,
40906174,0,520838,-49640224,2021-06-19,2021-06-19,
40906174,0,491910,-49148314,2021-06-19,2021-06-19,
40906174,0,981895,-48166419,2021-06-20,2021-06-20,
40906174,0,737724,-47428695,2021-06-20,2021-06-20,
40906174,15332,0,-47444027,2021-06-21,2021-06-21,Rent
40906174,823258,0,-48267285,2021-06-21,2021-06-21,Healthcare
40906174,524473,0,-48791758,2021-06-22,2021-06-22,Groceries
40906174,0,14981,-48776777,2021-06-22,2021-06-22,
40906174,0,921839,-47854938,2021-06-23,2021-06-23,
40906174,13514,0,-47868452,2021-06-24,2021-06-24,Utilities
40906174,0,990991,-46877461,2021-06-24,2021-06-24,
40906174,0,863167,-46014294,2021-06-24,2021-06-24,
40906174,0,18021,-45996273,2021-06-25,2021-06-25,
40906174,0,810834,-45185439,2021-06-26,2021-06-26,
40906174,900556,0,-46085995,2021-06-27,2021-06-27,Bill Sharing
40906174,10858,0,-46096853,2021-06-28,2021-06-28,Entertainment
40906174,410678,0,-46507531,2021-06-28,2021-06-28,Rent
40906174,15762,0,-46523293,2021-06-28,2021-06-28,Clothes
40906174,0,953642,-45569651,2021-06-29,2021-06-29,
40906174,779289,0,-46348940,2021-06-29,2021-06-29,Utilities
40906174,14678,0,-46363618,2021-06-30,2021-06-30,Utilities
40906174,631005,0,-46994623,2021-06-30,2021-06-30,Clothes
40906174,0,859758,-46134865,2021-06-30,2021-06-30,
40906174,654681,0,-46789546,2021-07-01,2021-07-01,Transportation
40906174,0,962332,-45827214,2021-07-02,2021-07-02,
40906174,829390,0,-45810628,2021-07-02,2021-07-02,Healthcare
40906174,0,871929,-45296534,2021-07-02,2021-07-02,
40906174,0,14818,-45281716,2021-07-03,2021-07-03,
40906174,0,812316,-44469400,2021-07-04,2021-07-04,
40906174,12721,0,-44482121,2021-07-04,2021-07-04,Utilities
40906174,614236,0,-45096357,2021-07-05,2021-07-05,Transportation
40906174,0,910825,-44185532,2021-07-06,2021-07-06,
40906174,0,411294,-43774238,2021-07-07,2021-07-07,
40906174,12121,0,-43786359,2021-07-07,2021-07-07,Groceries
40906174,0,584709,-43201650,2021-07-08,2021-07-08,
40906174,0,649361,-42552289,2021-07-08,2021-07-08,
40906174,675609,0,-43227898,2021-07-09,2021-07-09,Groceries
40906174,0,16693,-43211205,2021-07-10,2021-07-10,
40906174,12317,0,-43223522,2021-07-10,2021-07-10,Education
40906174,11211,0,-43234733,2021-07-10,2021-07-10,Education
